City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
182,puerto baquerizo moreno,-0.9,-89.6,77.43,86,76,8.28,EC,1685164700
183,strezhevoy,60.7333,77.5889,64.94,31,3,6.04,RU,1685164701
184,sinabang,2.4803,96.3801,83.77,75,64,6.91,ID,1685164701
185,buulobarde,3.8538,45.5674,79.77,73,73,13.67,SO,1685164701
186,santa ana,33.7456,-117.8678,62.35,78,20,5.75,US,1685164702
187,shahrak,34.1074,64.3052,64.42,10,57,3.69,AF,1685164702
188,solhan,38.9634,41.0293,56.82,64,5,4.14,TR,1685164702
189,xining,36.6167,101.7667,49.01,80,100,7.11,CN,1685164703
190,ceerigaabo,10.6162,47.368,67.03,72,42,10.09,SO,1685164703
191,nogliki,51.8333,143.1667,45.99,79,100,5.26,RU,1685164703
192,iqaluit,63.7506,-68.5145,20.93,73,100,9.22,CA,1685164704
193,taro,-8.3862,115.28,77.0,58,54,5.1,ID,1685164704
194,tarawa,1.419,172.984,86.09,74,20,8.05,KI,1685164704
195,batticaloa,7.7102,81.6924,88.11,63,5,3.89,LK,1685164705
196,ta`u,-14.2336,-169.5144,82.0,77,62,14.74,AS,1685164705
197,abaete,-19.16,-45.4458,67.51,67,100,3.58,BR,1685164706
198,new norfolk,-42.7826,147.0587,59.92,63,100,5.99,AU,1685164706
199,uturoa,-16.7333,-151.4333,81.95,71,42,16.58,PF,1685164706
200,nova sintra,14.8667,-24.7167,69.26,85,100,18.43,CV,1685164707
201,port elizabeth,-33.918,25.5701,44.89,93,0,4.61,ZA,1685164707
202,saint-pierre,-21.3393,55.4781,71.56,88,75,17.27,RE,1685164707
203,petrolina,-9.3986,-40.5008,73.45,88,0,10.36,BR,1685164708
204,georgetown,5.4112,100.3354,87.91,70,20,8.05,MY,1685164313
205,san patricio,28.017,-97.5169,82.26,74,87,6.96,US,1685164708
206,brookings,44.3114,-96.7984,65.17,33,0,11.5,US,1685164709
207,magadan,59.5667,150.8,46.53,66,31,6.15,RU,1685164709
208,nayoro,44.3506,142.4578,71.56,48,33,17.45,JP,1685164665
209,ad dabbah,18.05,30.95,94.91,17,0,15.26,SD,1685164710
210,qinzhou,21.95,108.6167,89.17,63,64,14.32,CN,1685164710
211,port saint john's,-31.6229,29.5448,57.49,59,72,5.86,ZA,1685164711
212,camalu,30.85,-116.0667,55.89,88,0,9.57,MX,1685164711
213,mirriah,13.7073,9.1501,86.61,54,0,13.8,NE,1685164712
214,sinop,41.7711,34.8709,55.83,80,23,0.67,TR,1685164712
215,illapel,-31.6308,-71.1653,59.65,51,76,2.37,CL,1685164712
216,mufumbwe,-13.6833,24.8,52.48,58,0,4.27,ZM,1685164713
217,thinadhoo,0.5333,72.9333,83.73,74,51,10.45,MV,1685164713
218,oodweyne,9.4092,45.064,74.84,67,27,15.39,SO,1685164713
219,haskovo,41.9403,25.5694,64.22,100,39,7.4,BG,1685164714
220,worland,44.0169,-107.9554,53.89,90,0,5.75,US,1685164656
221,katsuura,35.1333,140.3,69.6,60,100,8.95,JP,1685164715
222,longyearbyen,78.2186,15.6401,28.24,69,75,3.44,SJ,1685164715
223,federacion,-31.0062,-57.8996,60.58,95,98,7.63,AR,1685164715
224,natal,-5.795,-35.2094,75.85,100,40,4.61,BR,1685164716
225,isangel,-19.55,169.2667,75.97,68,88,2.64,VU,1685164716
226,nar'yan-mar,67.6713,53.087,53.92,42,2,14.92,RU,1685164716
227,sovetskaya gavan',48.9723,140.2878,65.34,38,67,4.21,RU,1685164717
228,anchorage,61.2181,-149.9003,53.92,49,100,25.32,US,1685164501
229,partapur,23.6,74.1667,94.28,39,2,18.41,IN,1685164717
230,polyarnyy,69.1989,33.4478,41.83,54,94,20.74,RU,1685164717
231,dongsheng,39.8161,109.9776,64.2,46,98,4.52,CN,1685164718
232,jumla,29.2747,82.1838,65.52,46,16,7.45,NP,1685164718
233,hilo,19.7297,-155.09,71.33,90,75,8.05,US,1685164718
234,ataq,14.5377,46.8319,79.0,44,62,9.42,YE,1685164719
235,axim,4.8699,-2.2405,79.23,89,68,7.27,GH,1685164719
236,san fernando de apure,7.8878,-67.4724,75.78,91,82,0.87,VE,1685164719
237,sola,-13.8833,167.55,78.13,63,95,7.16,VU,1685164720
238,fortuna,40.5982,-124.1573,52.93,92,100,4.61,US,1685164720
239,new plymouth,-39.0667,174.0833,59.81,92,100,6.42,NZ,1685164720
240,pailon,-17.65,-62.75,76.1,79,93,10.85,BO,1685164721
241,topki,55.2769,85.6163,53.4,45,43,19.53,RU,1685164721
242,rongelap,11.1635,166.8941,80.58,79,100,12.95,MH,1685164721
243,bonthe,7.5264,-12.505,78.8,86,87,3.15,SL,1685164722
244,kimbe,-5.5502,150.1429,84.81,72,55,4.99,PG,1685164722
245,gadzhiyevo,69.2551,33.3362,41.68,53,95,21.23,RU,1685164722
246,poronaysk,49.2167,143.1167,63.09,58,95,12.97,RU,1685164723
247,cherlak,54.155,74.8055,62.76,30,97,6.64,RU,1685164723
248,las rosas,-32.4766,-61.5804,55.85,86,9,10.0,AR,1685164723
249,sussex,41.1834,-74.6663,54.3,79,0,1.01,US,1685164724
250,alice springs,-23.7,133.8833,60.35,31,3,12.66,AU,1685164724
251,aasiaat,68.7098,-52.8699,31.91,98,100,18.16,GL,1685164724
252,colonia,50.9333,6.95,52.86,83,0,4.61,DE,1685164725
253,enewetak,11.3474,162.3373,82.4,76,100,16.78,MH,1685164725
254,ballina,-28.8667,153.5667,69.78,62,56,10.78,AU,1685164725
255,luchegorsk,46.4764,134.2569,72.93,33,93,15.59,RU,1685164726
256,tyuratam,45.6507,63.3156,80.33,24,2,15.12,KZ,1685164726
257,nema,57.5067,50.5011,68.5,64,98,9.62,RU,1685164726
258,castillos,-34.1667,-53.8333,57.92,89,28,9.55,UY,1685164727
259,tyumentsevo,53.3224,81.498,58.1,29,43,15.3,RU,1685164727
260,amahai,-3.3333,128.9167,82.08,66,78,7.92,ID,1685164728
261,kundiawa,-6.0167,144.9667,71.83,79,71,3.29,PG,1685164728
262,codrington,-38.2667,141.9667,57.06,70,100,14.52,AU,1685164728
263,port lincoln,-34.7333,135.8667,60.04,65,65,18.32,AU,1685164728
264,prado,-17.3411,-39.2208,68.68,85,6,6.46,BR,1685164729
265,svetlyy,54.675,20.1347,55.45,73,20,4.92,RU,1685164729
266,wohlen,47.3524,8.2788,58.95,78,7,5.01,CH,1685164730
267,lodja,-3.4833,23.4333,71.26,89,100,2.55,CD,1685164730
268,fale old settlement,-9.3852,-171.2468,83.26,72,97,5.64,TK,1685164730
269,emkhomazi,-30.2067,30.7978,57.94,61,74,6.73,ZA,1685164730
270,okha,53.5739,142.9478,38.39,95,100,6.96,RU,1685164731
271,kasempa,-13.4584,25.8338,53.85,60,1,5.59,ZM,1685164731
272,sao vicente,-23.9631,-46.3919,74.26,26,79,4.7,BR,1685164731
273,lorengau,-2.0226,147.2712,83.01,79,53,5.39,PG,1685164732
274,juan griego,11.0817,-63.9655,78.91,91,92,8.84,VE,1685164432
275,spearfish,44.4908,-103.8594,60.66,78,100,17.27,US,1685164732
276,cestos city,5.46,-9.5828,78.28,86,99,5.84,LR,1685164732
277,qaqortoq,60.7167,-46.0333,31.84,91,45,3.89,GL,1685164733
278,vilyuchinsk,52.9306,158.4028,64.67,62,100,3.89,RU,1685164733
279,santiago,-33.4569,-70.6483,58.17,74,100,3.44,CL,1685164723
280,bairnsdale,-37.8333,147.6167,60.06,51,7,1.01,AU,1685164734
281,escanaba,45.7453,-87.0646,44.51,100,0,0.0,US,1685164734
282,taoudenni,22.6783,-3.9836,81.95,37,100,11.88,ML,1685164734
283,amga,60.8953,131.9608,55.42,38,95,7.43,RU,1685164735
284,porto novo,6.4965,2.6036,82.22,92,100,4.32,BJ,1685164511
285,aldan,58.6031,125.3894,51.31,40,91,13.18,RU,1685164735
286,hauterive,46.0901,3.4459,56.16,97,12,1.66,FR,1685164735
287,walvis bay,-22.9575,14.5053,56.08,84,34,2.06,NA,1685164736
288,chos malal,-37.3781,-70.2709,41.32,71,33,3.18,AR,1685164736
289,laguna,38.421,-121.4238,63.45,77,0,8.05,US,1685164736
290,moree,-29.4667,149.85,62.94,32,0,12.08,AU,1685164737
291,bikenibeu village,1.3673,173.1241,85.96,74,20,8.05,KI,1685164737
292,richards bay,-28.783,32.0377,62.83,67,100,3.65,ZA,1685164738
293,ixtapa,20.7,-105.2,76.23,83,0,3.44,MX,1685164738
294,ar ruways,24.1103,52.7306,93.29,42,66,3.31,AE,1685164738
295,yeed,4.55,43.0333,76.71,66,25,14.92,SO,1685164739
296,shache,38.4167,77.2406,75.22,22,100,6.35,CN,1685164739
297,tralee,52.2704,-9.7026,46.65,100,40,3.44,IE,1685164739
298,dubna,56.7333,37.1667,61.27,61,46,6.67,RU,1685164740
299,bikaner,28.0167,73.3,92.86,44,0,14.0,IN,1685164740
300,morehead city,34.7229,-76.726,62.01,91,100,15.99,US,1685164740
301,shimoda,34.6667,138.95,75.11,67,100,6.96,JP,1685164741
302,urangan,-25.3,152.9,67.37,56,0,10.96,AU,1685164741
303,borisoglebskiy,57.2586,39.1508,62.26,81,55,6.24,RU,1685164741
304,rabo de peixe,37.8,-25.5833,58.51,88,75,19.57,PT,1685164742
305,xingcheng,40.6167,120.7167,64.99,79,100,12.91,CN,1685164742
306,altai,46.3722,96.2583,45.54,38,48,3.67,MN,1685164742
307,tolanaro,-25.0319,46.9987,70.75,79,5,9.04,MG,1685164742
308,zhangjiakou shi xuanhua qu,40.6103,115.0447,63.81,69,100,8.52,CN,1685164743
309,maun,-19.9833,23.4167,59.09,45,19,4.68,BW,1685164743
310,kapa'a,22.0752,-159.319,78.78,77,75,10.36,US,1685164743
311,baiti,13.745,-14.7482,82.35,56,100,8.14,SN,1685164744
312,salinas,36.6777,-121.6555,57.29,79,75,5.75,US,1685164744
313,inyonga,-6.7167,32.0667,62.47,77,96,4.09,TZ,1685164744
314,whakatane,-37.9585,176.9854,60.51,85,100,4.0,NZ,1685164745
315,labytnangi,66.6572,66.4183,70.43,56,67,8.57,RU,1685164745
316,saudarkrokur,65.7461,-19.6394,35.82,100,100,26.66,IS,1685164745
317,sejenane,37.0572,9.2381,52.75,66,1,4.43,TN,1685164746
318,el calafate,-50.3408,-72.2768,31.35,67,8,12.17,AR,1685164746
319,hamilton,39.1834,-84.5333,62.44,58,0,7.09,US,1685164560
320,dwarka,22.2394,68.9678,85.05,79,6,23.15,IN,1685164747
321,nizhnesortymskiy,62.4397,71.7603,60.58,64,100,15.3,RU,1685164747
322,saint-valery-en-caux,49.8667,0.7333,44.76,89,8,14.18,FR,1685164747
323,dudinka,69.4058,86.1778,40.62,67,40,19.69,RU,1685164748
324,"laikit, laikit ii (dimembe)",1.4792,124.9735,88.65,52,40,5.75,ID,1685164748
325,winnemucca,40.973,-117.7357,55.45,67,0,12.66,US,1685164748
326,gallup,35.5281,-108.7426,60.64,21,0,10.36,US,1685164749
327,kirakira,-10.4544,161.9205,81.75,82,39,5.53,SB,1685164749
328,lalago,-3.45,33.95,66.31,74,85,12.82,TZ,1685164749
329,ormara,25.2088,64.6357,84.06,85,5,16.96,PK,1685164750
330,kingston,17.997,-76.7936,81.55,87,20,11.5,JM,1685164495
331,hirara,24.8,125.2833,84.06,78,75,13.8,JP,1685164750
332,motueka,-41.1333,173.0167,55.06,93,99,1.45,NZ,1685164750
333,happy valley-goose bay,53.3168,-60.3315,37.71,87,20,5.75,CA,1685164751
334,pariaman,-0.619,100.12,87.85,78,86,4.97,ID,1685164751
335,constantia,44.1833,28.65,63.7,84,98,8.63,RO,1685164751
336,santa cruz,-17.8,-63.1667,74.66,88,40,13.8,BO,1685164752
337,inverell,-29.7833,151.1167,62.11,42,0,5.01,AU,1685164486
338,tucupita,9.0622,-62.051,75.76,96,100,3.36,VE,1685164752
339,ujae,8.9322,165.7642,82.18,75,100,15.41,MH,1685164753
340,palikir - national government center,6.9248,158.1611,88.54,70,100,4.61,FM,1685164753
341,aswan,24.0934,32.907,94.68,22,93,17.4,EG,1685164753
342,lagunas,-5.2269,-75.6753,72.95,98,79,1.03,PE,1685164753
343,tazacorte,28.629,-17.9293,63.57,68,0,6.91,ES,1685164754
344,uvinza,-5.1036,30.3911,65.68,80,95,4.05,TZ,1685164754
345,dakhla,23.6848,-15.958,65.08,81,99,10.27,EH,1685164754
346,lisakovsk,52.5369,62.4936,73.81,33,1,5.23,KZ,1685164755
347,kargopol',61.5071,38.9456,55.27,50,84,5.28,RU,1685164755
348,fedorovskiy,45.0972,40.9517,62.53,89,27,8.03,RU,1685164755
349,siguiri,11.6667,-9.5,79.9,46,86,4.07,GN,1685164756
350,zhashkiv,49.2454,30.1102,63.28,69,6,9.22,UA,1685164756
351,taroa,8.7058,171.2275,79.11,81,100,15.01,MH,1685164756
352,dhuusamarreeb,5.535,46.3861,79.16,70,97,15.46,SO,1685164757
353,bulgan,48.8125,103.5347,38.39,87,100,4.45,MN,1685164757
354,inirida,3.8653,-67.9239,72.86,98,20,1.86,CO,1685164758
355,sitka,57.0531,-135.33,48.09,71,100,6.91,US,1685164758
356,petrozavodsk,61.7849,34.3469,49.48,71,0,2.24,RU,1685164758
357,palmares do sul,-30.2578,-50.5097,66.97,92,91,6.76,BR,1685164759
358,san luis de la loma,17.2706,-100.8939,82.69,71,32,1.72,MX,1685164759
359,kalach,50.4258,41.0261,67.66,78,98,7.7,RU,1685164759
360,prince rupert,54.3161,-130.3201,49.69,81,0,14.97,CA,1685164760
361,harris hill,42.9648,-78.6775,51.35,69,2,3.71,US,1685164760
362,yonggwang-up,40.0183,127.4547,73.49,53,100,3.89,KP,1685164760
363,malvan,16.0667,73.4667,87.42,59,9,11.32,IN,1685164761
364,hami,42.8,93.45,77.7,13,3,6.35,CN,1685164761
